Date,Competition,Opponent,Player,#,Nation,Pos,Age,Min, Gls, Ast, PK, PKatt, Sh, SoT, CrdY, CrdR, Int,Match URL
5/6/17,La Liga,Granada,Isco,22,es ESP,"FW,MF",25-015,22,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Fábio Coentrão,15,pt POR,LB,29-056,90,0,1,0,0,0,0,0,0,0,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Sergio Ramos,4,es ESP,CB,31-037,90,0,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Nacho,6,es ESP,CB,27-108,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Danilo,23,br BRA,RB,25-295,90,0,1,0,0,1,0,0,0,2,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/6/17,La Liga,Granada,Kiko Casilla,13,es ESP,GK,30-216,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/3b2d6f5d/Granada-Real-Madrid-May-6-2017-La-Liga
5/10/17,Champions League,Atletico Madrid,Cristiano Ronaldo,7,pt POR,FW,32-094,90,0,0,0,0,6,2,0,0,0,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Karim Benzema,9,fr FRA,FW,29-142,76,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Marco Asensio,20,es ESP,"FW,MF",21-109,14,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Isco,22,es ESP,FW,25-019,88,1,0,0,0,3,2,0,0,1,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Álvaro Morata,21,es ESP,FW,24-199,2,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Toni Kroos,8,de GER,CM,27-126,90,0,1,0,0,2,1,0,0,2,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Casemiro,14,br BRA,CM,25-076,77,0,0,0,0,3,1,0,0,3,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Lucas Vázquez,17,es ESP,"DF,FW",25-313,13,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Luka Modrić,19,hr CRO,CM,31-243,90,0,0,0,0,2,0,0,0,5,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Marcelo,12,br BRA,LB,28-363,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Sergio Ramos,4,es ESP,CB,31-041,90,0,0,0,0,1,0,1,0,5,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Raphaël Varane,5,fr FRA,CB,24-015,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Danilo,23,br BRA,RB,25-299,90,0,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/10/17,Champions League,Atletico Madrid,Keylor Navas,1,cr CRC,GK,30-146,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/917e138a/El-Derbi-Madrileno-Atletico-Madrid-Real-Madrid-May-10-2017-Champions-League
5/14/17,La Liga,Sevilla,Álvaro Morata,21,es ESP,FW,24-203,60,0,0,0,0,0,0,1,0,0,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Lucas Vázquez,17,es ESP,"DF,FW",25-317,30,0,0,0,0,1,0,1,0,0,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Cristiano Ronaldo,7,pt POR,FW,32-098,90,2,0,0,0,4,3,0,0,1,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Marco Asensio,20,es ESP,CM,21-113,90,0,0,0,0,4,1,0,0,3,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Mateo Kovačić,16,hr CRO,CM,23-008,71,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Luka Modrić,19,hr CRO,MF,31-247,19,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Toni Kroos,8,de GER,CM,27-130,90,1,1,0,0,1,1,0,0,1,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,James Rodríguez,10,co COL,FW,25-306,60,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Casemiro,14,br BRA,MF,25-080,30,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Nacho,6,es ESP,LB,27-116,90,1,1,0,0,1,1,1,0,0,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Sergio Ramos,4,es ESP,CB,31-045,90,0,0,0,0,2,0,0,0,4,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Raphaël Varane,5,fr FRA,CB,24-019,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Danilo,23,br BRA,RB,25-303,90,0,0,0,0,0,0,1,0,3,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/14/17,La Liga,Sevilla,Keylor Navas,1,cr CRC,GK,30-150,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/61b34ce5/Real-Madrid-Sevilla-May-14-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Karim Benzema,9,fr FRA,FW,29-149,90,1,1,0,0,3,3,0,0,1,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Cristiano Ronaldo,7,pt POR,FW,32-101,83,2,0,0,0,3,2,0,0,0,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Marco Asensio,20,es ESP,"FW,MF",21-116,7,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Isco,22,es ESP,FW,25-026,83,0,2,0,0,3,1,0,0,0,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Lucas Vázquez,17,es ESP,"DF,FW",25-320,7,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Toni Kroos,8,de GER,CM,27-133,90,1,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Casemiro,14,br BRA,CM,25-083,70,0,0,0,0,0,0,1,0,1,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Mateo Kovačić,16,hr CRO,MF,23-011,20,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Luka Modrić,19,hr CRO,CM,31-250,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Marcelo,12,br BRA,LB,29-005,90,0,1,0,0,0,0,0,0,0,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Sergio Ramos,4,es ESP,CB,31-048,90,0,0,0,0,0,0,1,0,3,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Raphaël Varane,5,fr FRA,CB,24-022,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Danilo,23,br BRA,RB,25-306,90,0,0,0,0,1,0,0,0,1,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/17/17,La Liga,Celta Vigo,Keylor Navas,1,cr CRC,GK,30-153,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/d8fce291/Celta-Vigo-Real-Madrid-May-17-2017-La-Liga
5/21/17,La Liga,Malaga,Cristiano Ronaldo,7,pt POR,FW,32-105,90,1,0,0,0,3,2,0,0,0,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Karim Benzema,9,fr FRA,FW,29-153,72,1,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Álvaro Morata,21,es ESP,FW,24-210,18,0,0,0,0,1,1,0,0,0,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Isco,22,es ESP,AM,25-030,65,0,1,0,0,0,0,0,0,1,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,James Rodríguez,10,co COL,"FW,MF",25-313,25,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Toni Kroos,8,de GER,AM,27-137,90,0,0,0,0,3,2,0,0,1,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Casemiro,14,br BRA,DM,25-087,65,0,0,0,0,0,0,0,0,4,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Mateo Kovačić,16,hr CRO,MF,23-015,25,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Luka Modrić,19,hr CRO,AM,31-254,90,0,0,0,0,1,1,0,0,4,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Marcelo,12,br BRA,LB,29-009,90,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Sergio Ramos,4,es ESP,CB,31-052,90,0,0,0,0,2,1,0,0,0,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Raphaël Varane,5,fr FRA,CB,24-026,90,0,1,0,0,1,0,0,0,0,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Danilo,23,br BRA,RB,25-310,90,0,0,0,0,1,0,0,0,3,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
5/21/17,La Liga,Malaga,Keylor Navas,1,cr CRC,GK,30-157,90,0,0,0,0,0,0,0,0,0,https://fbref.com/en/matches/63c2c8aa/Malaga-Real-Madrid-May-21-2017-La-Liga
6/3/17,Champions League,Juventus,Cristiano Ronaldo,7,pt POR,FW,32-118,90,2,0,0,0,6,2,0,0,0,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Karim Benzema,9,fr FRA,FW,29-166,77,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Gareth Bale,11,wls WAL,"FW,MF",27-322,13,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Isco,22,es ESP,FW,25-043,82,0,0,0,0,2,0,0,0,0,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Marco Asensio,20,es ESP,"FW,MF",21-133,8,1,0,0,0,1,1,1,0,0,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Luka Modrić,19,hr CRO,CM,31-267,90,0,1,0,0,1,1,0,0,2,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Casemiro,14,br BRA,CM,25-100,90,1,0,0,0,2,1,0,0,1,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Toni Kroos,8,de GER,CM,27-150,89,0,0,0,0,1,0,1,0,1,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Álvaro Morata,21,es ESP,FW,24-223,1,0,0,0,0,1,0,0,0,0,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Marcelo,12,br BRA,LB,29-022,90,0,1,0,0,2,0,0,0,1,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Sergio Ramos,4,es ESP,CB,31-065,90,0,0,0,0,0,0,1,0,2,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Raphaël Varane,5,fr FRA,CB,24-039,90,0,0,0,0,0,0,0,0,2,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Dani Carvajal,2,es ESP,RB,25-143,90,0,1,0,0,0,0,1,0,2,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
6/3/17,Champions League,Juventus,Keylor Navas,1,cr CRC,GK,30-170,90,0,0,0,0,0,0,0,0,1,https://fbref.com/en/matches/d941a6d0/Juventus-Real-Madrid-June-3-2017-Champions-League
